1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	0
1	5	0	0
1	6	0	0
1	7	0	0
1	8	0.4	0
1	9	1	0.26222
1	10	1	0.596082
1	11	1	0.828748
1	12	1	0.971833
1	13	1	1.02343
1	14	1	0.982026
1	15	1	0.848864
1	16	1	0.626118
1	17	0.4	0
1	18	0	0
1	19	0	0
1	20	0	0
1	21	0	0
1	22	0	0
1	23	0	0
1	24	0	0
2	1	0	0
2	2	0	0
2	3	0	0
2	4	0	0
2	5	0	0
2	6	0	0
2	7	0	0
2	8	0	0
2	9	0	0.261035
2	10	1	0.595383
2	11	0.7	0.828644
2	12	0.9	0.972393
2	13	0.3	1.02468
2	14	0.3	0.983962
2	15	0.4	0.851469
2	16	1	0.629449
2	17	0.3	0
2	18	0	0
2	19	0	0
2	20	0	0
2	21	0	0
2	22	0	0
2	23	0	0
2	24	0	0
3	1	0	0
3	2	0	0
3	3	0	0
3	4	0	0
3	5	0	0
3	6	0	0
3	7	0	0
3	8	0.3	0
3	9	1	0.260035
3	10	1	0.594827
3	11	0.8	0.828669
3	12	0.7	0.973075
3	13	0.9	1.02604
3	14	0	0.986003
3	15	0	0.854175
3	16	0	0.632875
3	17	0	0
3	18	0	0
3	19	0	0
3	20	0	0
3	21	0	0
3	22	0	0
3	23	0	0
3	24	0	0
4	1	0	0
4	2	0	0
4	3	0	0
4	4	0	0
4	5	0	0
4	6	0	0
4	7	0	0
4	8	0	0
4	9	0	0.259222
4	10	0.2	0.594416
4	11	0.2	0.828824
4	12	0	0.973877
4	13	0.3	1.02752
4	14	0	0.98815
4	15	0	0.856977
4	16	0	0.636392
4	17	0	0
4	18	0	0
4	19	0	0
4	20	0	0
4	21	0	0
4	22	0	0
4	23	0	0
4	24	0	0
5	1	0	0
5	2	0	0
5	3	0	0
5	4	0	0
5	5	0	0
5	6	0	0
5	7	0	0
5	8	0.1	0
5	9	0.9	0.258595
5	10	0.7	0.59415
5	11	0.5	0.829108
5	12	0.9	0.974799
5	13	0.6	1.02911
5	14	0.5	0.990398
5	15	0.5	0.859873
5	16	0.3	0.639996
5	17	0.1	0
5	18	0	0
5	19	0	0
5	20	0	0
5	21	0	0
5	22	0	0
5	23	0	0
5	24	0	0
6	1	0	0
6	2	0	0
6	3	0	0
6	4	0	0
6	5	0	0
6	6	0	0
6	7	0	0
6	8	0	0
6	9	0.1	0.258157
6	10	0	0.594028
6	11	0	0.829522
6	12	0	0.975839
6	13	0.1	1.0308
6	14	0.2	0.992747
6	15	0	0.86286
6	16	0.1	0.643683
6	17	0	0
6	18	0	0
6	19	0	0
6	20	0	0
6	21	0	0
6	22	0	0
6	23	0	0
6	24	0	0
7	1	0	0
7	2	0	0
7	3	0	0
7	4	0	0
7	5	0	0
7	6	0	0
7	7	0	0
7	8	0	0
7	9	0	0.257908
7	10	0	0.594051
7	11	0	0.830064
7	12	0	0.976997
7	13	0	1.03261
7	14	0	0.995194
7	15	0	0.865937
7	16	0	0.647451
7	17	0	0
7	18	0	0
7	19	0	0
7	20	0	0
7	21	0	0
7	22	0	0
7	23	0	0
7	24	0	0
8	1	0	0
8	2	0	0
8	3	0	0
8	4	0	0
8	5	0	0
8	6	0	0
8	7	0	0
8	8	0	0
8	9	0.5	0.257847
8	10	0.9	0.594219
8	11	0.1	0.830734
8	12	0.1	0.978273
8	13	0	1.03452
8	14	0	0.997737
8	15	0	0.869099
8	16	0	0.651296
8	17	0	0
8	18	0	0
8	19	0	0
8	20	0	0
8	21	0	0
8	22	0	0
8	23	0	0
8	24	0	0
9	1	0	0
9	2	0	0
9	3	0	0
9	4	0	0
9	5	0	0
9	6	0	0
9	7	0	0
9	8	0.2	0
9	9	1	0.257974
9	10	1	0.594533
9	11	0.4	0.831532
9	12	0.1	0.979663
9	13	0	1.03654
9	14	0	1.00037
9	15	0	0.872344
9	16	0	0.655213
9	17	0	0
9	18	0	0
9	19	0	0
9	20	0	0
9	21	0	0
9	22	0	0
9	23	0	0
9	24	0	0
10	1	0	0
10	2	0	0
10	3	0	0
10	4	0	0
10	5	0	0
10	6	0	0
10	7	0	0
10	8	0	0
10	9	0	0.25829
10	10	0	0.59499
10	11	0	0.832456
10	12	0	0.981168
10	13	0	1.03866
10	14	0	1.0031
10	15	0	0.875669
10	16	0	0.6592
10	17	0	0
10	18	0	0
10	19	0	0
10	20	0	0
10	21	0	0
10	22	0	0
10	23	0	0
10	24	0	0
11	1	0	0
11	2	0	0
11	3	0	0
11	4	0	0
11	5	0	0
11	6	0	0
11	7	0	0
11	8	0	0
11	9	0	0.258794
11	10	0.1	0.595592
11	11	0	0.833507
11	12	0.1	0.982786
11	13	0	1.04088
11	14	0	1.00592
11	15	0	0.879072
11	16	0	0.663253
11	17	0	0
11	18	0	0
11	19	0	0
11	20	0	0
11	21	0	0
11	22	0	0
11	23	0	0
11	24	0	0
12	1	0	0
12	2	0	0
12	3	0	0
12	4	0	0
12	5	0	0
12	6	0	0
12	7	0	0
12	8	0	0
12	9	0.2	0.259485
12	10	0.8	0.596337
12	11	1	0.834683
12	12	1	0.984516
12	13	0.9	1.0432
12	14	1	1.00882
12	15	0.9	0.882549
12	16	0.3	0.667368
12	17	0	0
12	18	0	0
12	19	0	0
12	20	0	0
12	21	0	0
12	22	0	0
12	23	0	0
12	24	0	0
13	1	0	0
13	2	0	0
13	3	0	0
13	4	0	0
13	5	0	0
13	6	0	0
13	7	0	0
13	8	0	0
13	9	0	0.260361
13	10	0	0.597225
13	11	0	0.835983
13	12	0	0.986356
13	13	0	1.04561
13	14	0	1.01181
13	15	0	0.886096
13	16	0	0.671542
13	17	0	0
13	18	0	0
13	19	0	0
13	20	0	0
13	21	0	0
13	22	0	0
13	23	0	0
13	24	0	0
14	1	0	0
14	2	0	0
14	3	0	0
14	4	0	0
14	5	0	0
14	6	0	0
14	7	0	0
14	8	0	0
14	9	0	0.261423
14	10	0	0.598255
14	11	0	0.837406
14	12	0	0.988304
14	13	0	1.04812
14	14	0	1.01488
14	15	0	0.889712
14	16	0	0.675771
14	17	0	0
14	18	0	0
14	19	0	0
14	20	0	0
14	21	0	0
14	22	0	0
14	23	0	0
14	24	0	0
15	1	0	0
15	2	0	0
15	3	0	0
15	4	0	0
15	5	0	0
15	6	0	0
15	7	0	0
15	8	0	0
15	9	0	0.262667
15	10	0	0.599426
15	11	0	0.83895
15	12	0	0.990359
15	13	0	1.05072
15	14	0	1.01802
15	15	0	0.893392
15	16	0	0.680051
15	17	0	0
15	18	0	0
15	19	0	0
15	20	0	0
15	21	0	0
15	22	0	0
15	23	0	0
15	24	0	0
16	1	0	0
16	2	0	0
16	3	0	0
16	4	0	0
16	5	0	0
16	6	0	0
16	7	0	0
16	8	0	0
16	9	0	0.264093
16	10	0	0.600737
16	11	0	0.840615
16	12	0.1	0.992519
16	13	0	1.05342
16	14	0	1.02124
16	15	0	0.897134
16	16	0.5	0.684378
16	17	0	0
16	18	0	0
16	19	0	0
16	20	0	0
16	21	0	0
16	22	0	0
16	23	0	0
16	24	0	0
17	1	0	0
17	2	0	0
17	3	0	0
17	4	0	0
17	5	0	0
17	6	0	0
17	7	0	0
17	8	0	0
17	9	0.6	0.265698
17	10	0	0.602187
17	11	0.1	0.842399
17	12	0.7	0.994782
17	13	0.2	1.0562
17	14	0.1	1.02454
17	15	0.3	0.900935
17	16	0	0.68875
17	17	0	0
17	18	0	0
17	19	0	0
17	20	0	0
17	21	0	0
17	22	0	0
17	23	0	0
17	24	0	0
18	1	0	0
18	2	0	0
18	3	0	0
18	4	0	0
18	5	0	0
18	6	0	0
18	7	0	0
18	8	0	0
18	9	0.6	0.26748
18	10	1	0.603773
18	11	1	0.844301
18	12	1	0.997147
18	13	1	1.05906
18	14	0.6	1.0279
18	15	0	0.904791
18	16	0	0.693161
18	17	0	0
18	18	0	0
18	19	0	0
18	20	0	0
18	21	0	0
18	22	0	0
18	23	0	0
18	24	0	0
19	1	0	0
19	2	0	0
19	3	0	0
19	4	0	0
19	5	0	0
19	6	0	0
19	7	0	0
19	8	0.2	0
19	9	1	0.269437
19	10	1	0.605496
19	11	1	0.846319
19	12	1	0.99961
19	13	1	1.06201
19	14	1	1.03134
19	15	1	0.908698
19	16	0.6	0.69761
19	17	0	0
19	18	0	0
19	19	0	0
19	20	0	0
19	21	0	0
19	22	0	0
19	23	0	0
19	24	0	0
20	1	0	0
20	2	0	0
20	3	0	0
20	4	0	0
20	5	0	0
20	6	0	0
20	7	0	0
20	8	0.5	0
20	9	1	0.271566
20	10	1	0.607353
20	11	1	0.848451
20	12	1	1.00217
20	13	1	1.06504
20	14	0.9	1.03483
20	15	1	0.912655
20	16	0.9	0.702091
20	17	0	0
20	18	0	0
20	19	0	0
20	20	0	0
20	21	0	0
20	22	0	0
20	23	0	0
20	24	0	0
21	1	0	0
21	2	0	0
21	3	0	0
21	4	0	0
21	5	0	0
21	6	0	0
21	7	0	0
21	8	0.1	0
21	9	0.9	0.271069
21	10	1	0.605085
21	11	0.9	0.84602
21	12	0.9	1.00005
21	13	0.5	1.06336
21	14	0.4	1.0336
21	15	0.8	0.911924
21	16	0.4	0.702132
21	17	0.1	0
21	18	0	0
21	19	0	0
21	20	0	0
21	21	0	0
21	22	0	0
21	23	0	0
21	24	0	0
22	1	0	0
22	2	0	0
22	3	0	0
22	4	0	0
22	5	0	0
22	6	0	0
22	7	0	0
22	8	0.2	0
22	9	1	0.273131
22	10	1	0.606666
22	11	0.7	0.8478
22	12	0.4	1.00221
22	13	0.5	1.06596
22	14	0.5	1.03664
22	15	0.8	0.915388
22	16	0.2	0.706107
22	17	0	0
22	18	0	0
22	19	0	0
22	20	0	0
22	21	0	0
22	22	0	0
22	23	0	0
22	24	0	0
23	1	0	0
23	2	0	0
23	3	0	0
23	4	0	0
23	5	0	0
23	6	0	0
23	7	0	0
23	8	0	0
23	9	0	0.275336
23	10	0	0.608353
23	11	0	0.849665
23	12	0	1.00445
23	13	0	1.06861
23	14	0	1.0397
23	15	0	0.918867
23	16	0	0.710079
23	17	0	0
23	18	0	0
23	19	0	0
23	20	0	0
23	21	0	0
23	22	0	0
23	23	0	0
23	24	0	0
24	1	0	0
24	2	0	0
24	3	0	0
24	4	0	0
24	5	0	0
24	6	0	0
24	7	0	0
24	8	0	0
24	9	0	0.27768
24	10	0	0.610142
24	11	0	0.851611
24	12	0	1.00674
24	13	0	1.0713
24	14	0	1.04279
24	15	0	0.922356
24	16	0	0.714045
24	17	0	0.419247
24	18	0	0
24	19	0	0
24	20	0	0
24	21	0	0
24	22	0	0
24	23	0	0
24	24	0	0
25	1	0	0
25	2	0	0
25	3	0	0
25	4	0	0
25	5	0	0
25	6	0	0
25	7	0	0
25	8	0	0
25	9	0	0.28016
25	10	0	0.612032
25	11	0	0.853638
25	12	0	1.0091
25	13	0	1.07404
25	14	0	1.04591
25	15	0.2	0.925853
25	16	0	0.718002
25	17	0	0.424132
25	18	0	0
25	19	0	0
25	20	0	0
25	21	0	0
25	22	0	0
25	23	0	0
25	24	0	0
26	1	0	0
26	2	0	0
26	3	0	0
26	4	0	0
26	5	0	0
26	6	0	0
26	7	0	0
26	8	0.6	0
26	9	0.9	0.28277
26	10	0.8	0.614021
26	11	0.8	0.855742
26	12	0.5	1.01152
26	13	0.4	1.07682
26	14	0.1	1.04905
26	15	0.6	0.929354
26	16	1	0.721945
26	17	0.7	0.42898
26	18	0	0
26	19	0	0
26	20	0	0
26	21	0	0
26	22	0	0
26	23	0	0
26	24	0	0
27	1	0	0
27	2	0	0
27	3	0	0
27	4	0	0
27	5	0	0
27	6	0	0
27	7	0	0
27	8	0	0
27	9	0	0.285508
27	10	0.1	0.616106
27	11	0	0.857921
27	12	0.2	1.01399
27	13	0.9	1.07963
27	14	0.6	1.05221
27	15	0	0.932856
27	16	0	0.725873
27	17	0	0.433787
27	18	0	0
27	19	0	0
27	20	0	0
27	21	0	0
27	22	0	0
27	23	0	0
27	24	0	0
28	1	0	0
28	2	0	0
28	3	0	0
28	4	0	0
28	5	0	0
28	6	0	0
28	7	0	0
28	8	0	0
28	9	0.8	0.288367
28	10	0.5	0.618285
28	11	0.6	0.860173
28	12	0.4	1.01651
28	13	0.6	1.08248
28	14	0.8	1.05538
28	15	0.2	0.936356
28	16	0.5	0.72978
28	17	0.4	0.43855
28	18	0	0
28	19	0	0
28	20	0	0
28	21	0	0
28	22	0	0
28	23	0	0
28	24	0	0
29	1	0	0
29	2	0	0
29	3	0	0
29	4	0	0
29	5	0	0
29	6	0	0
29	7	0	0
29	8	0.3	0
29	9	0.8	0.291344
29	10	0.9	0.620555
29	11	0.8	0.862496
29	12	1	1.01909
29	13	0.9	1.08536
29	14	0.5	1.05857
29	15	0.4	0.939851
29	16	0.9	0.733664
29	17	0.9	0.443265
29	18	0	0
29	19	0	0
29	20	0	0
29	21	0	0
29	22	0	0
29	23	0	0
29	24	0	0
30	1	0	0
30	2	0	0
30	3	0	0
30	4	0	0
30	5	0	0
30	6	0	0
30	7	0	0
30	8	0	0
30	9	0	0.294435
30	10	0.1	0.622913
30	11	0	0.864887
30	12	0.4	1.02172
30	13	0	1.08827
30	14	0.3	1.06176
30	15	0.1	0.943337
30	16	0	0.737522
30	17	0.1	0.447929
30	18	0	0
30	19	0	0
30	20	0	0
30	21	0	0
30	22	0	0
30	23	0	0
30	24	0	0
31	1	0	0
31	2	0	0
31	3	0	0
31	4	0	0
31	5	0	0
31	6	0	0
31	7	0	0
31	8	0	0
31	9	0.5	0.297634
31	10	1	0.625356
31	11	1	0.867343
31	12	0.7	1.02439
31	13	0.6	1.0912
31	14	0.9	1.06497
31	15	1	0.94681
31	16	1	0.74135
31	17	0.9	0.452538
31	18	0	0
31	19	0	0
31	20	0	0
31	21	0	0
31	22	0	0
31	23	0	0
31	24	0	0
32	1	0	0
32	2	0	0
32	3	0	0
32	4	0	0
32	5	0	0
32	6	0	0
32	7	0	0
32	8	0	0
32	9	0.5	0.300937
32	10	0.1	0.627883
32	11	0	0.869863
32	12	0	1.0271
32	13	0.2	1.09416
32	14	0.2	1.06817
32	15	0.5	0.950269
32	16	0.5	0.745146
32	17	0.3	0.45709
32	18	0	0
32	19	0	0
32	20	0	0
32	21	0	0
32	22	0	0
32	23	0	0
32	24	0	0
33	1	0	0
33	2	0	0
33	3	0	0
