1	6.13932
2	6.14701
3	6.1557
4	6.16538
5	6.17603
6	6.18764
7	6.20021
8	6.21373
9	6.22817
10	6.24353
11	6.2598
12	6.27695
13	6.29498
14	6.31387
15	6.33359
16	6.35414
17	6.37549
18	6.39762
19	6.42052
20	6.44416
21	6.43323
22	6.4539
23	6.47505
24	6.91592
25	6.94287
26	6.9702
27	6.99788
28	7.02589
29	7.0542
30	7.08277
31	7.11159
32	7.14062
33	7.16983
34	7.1992
35	7.2287
36	7.2583
37	7.28798
38	7.3177
39	7.34743
40	7.37716
41	7.40687
42	7.43656
43	7.46629
44	7.49618
45	7.52631
46	7.55677
47	7.58758
48	7.61876
49	7.65026
50	7.68203
51	7.71399
52	7.74609
53	7.77568
54	7.80528
55	7.83479
56	7.86417
57	7.89336
58	7.92229
59	7.95092
60	7.9792
61	8.0071
62	8.03458
63	8.06161
64	8.08815
65	8.11418
66	8.13968
67	8.16463
68	8.189
69	8.21279
70	8.23596
71	8.25852
72	8.28044
73	8.30172
74	8.32234
75	8.34229
76	8.36158
77	8.38018
78	8.3981
79	8.41533
80	8.43186
81	8.44705
82	8.46158
83	8.47544
84	8.48863
85	8.7632
86	8.77594
87	8.78797
88	8.79929
89	8.8099
90	8.81981
91	8.82903
92	8.83756
93	8.84541
94	8.85258
95	8.85909
96	8.86494
97	8.87014
98	8.88206
99	8.88785
100	8.89316
101	8.89798
102	8.90229
103	8.90609
104	8.90938
105	8.91215
106	8.91441
107	8.91616
108	8.91741
109	8.91816
110	8.91842
111	8.91821
112	8.92026
113	8.92183
114	8.92294
115	8.9236
116	8.92383
117	8.92363
118	8.92303
119	8.92205
120	8.92069
121	8.91897
122	8.91691
123	8.91453
124	8.91184
125	8.90886
126	8.90561
127	8.90211
128	8.89836
129	8.8944
130	8.89023
131	8.88587
132	8.88135
133	8.87667
134	8.87186
135	8.86692
136	8.86189
137	8.85676
138	8.85157
139	8.84632
140	8.84103
141	8.83572
142	8.82973
143	8.82373
144	8.81776
145	8.81181
146	8.8059
147	8.80006
148	8.79428
149	8.78858
150	8.78298
151	8.77748
152	8.84472
153	8.84055
154	8.83652
155	8.83264
156	8.82891
157	8.82534
158	8.82195
159	8.81873
160	8.81569
161	8.81285
162	8.8102
163	8.80775
164	8.80551
165	8.80348
166	8.80167
167	8.80007
168	8.79869
169	8.79754
170	8.79661
171	8.7959
172	8.79542
173	8.79441
174	8.79362
175	8.79307
176	8.79274
177	8.79263
178	8.79275
179	8.79308
180	8.79363
181	8.7944
182	8.79537
183	8.79654
184	8.79791
185	8.79947
186	8.80122
187	8.80314
188	8.80524
189	8.8075
190	8.80991
191	8.81246
192	8.81515
193	8.71853
194	8.72161
195	8.72485
196	8.72824
197	8.73177
198	8.73542
199	8.73919
200	8.74306
201	8.74702
202	8.75105
203	8.75353
204	8.75606
205	8.75864
206	8.76125
207	8.76388
208	8.76651
209	8.76912
210	8.77171
211	8.77425
212	8.77672
213	8.77911
214	8.73497
215	8.73819
216	8.74128
217	8.74422
218	8.74698
219	8.79081
220	8.79214
221	8.79325
222	8.79411
223	8.79471
224	8.79503
225	8.79504
226	8.79474
227	8.79409
228	8.79308
229	8.79169
230	8.78991
231	8.78771
232	8.78507
233	8.78198
234	8.7811
235	8.77979
236	8.77801
237	8.77576
238	8.77301
239	8.76976
240	8.76598
241	8.76168
242	8.75682
243	8.7514
244	8.74541
245	8.73883
246	8.73166
247	8.72388
248	8.71549
249	8.70648
250	8.69684
251	8.68657
252	8.67566
253	8.66411
254	8.65192
255	8.63909
256	8.62561
257	8.61149
258	8.59674
259	8.58135
260	8.37935
261	8.36779
262	8.35568
263	8.343
264	8.32975
265	8.31606
266	8.30176
267	8.28683
268	8.27127
269	8.25507
270	8.23821
271	8.22071
272	8.20256
273	8.18376
274	8.16433
275	8.14428
276	8.1236
277	8.10232
278	8.08043
279	8.05795
280	8.0349
281	8.01127
282	7.9871
283	7.96238
284	7.93713
285	7.91138
286	7.88513
287	7.8584
288	7.83121
289	7.80358
290	7.77553
291	7.74707
292	7.71823
293	7.68903
294	7.65948
295	7.62905
296	7.5983
297	7.56723
298	7.53589
299	7.50429
300	7.47247
301	7.44044
302	7.40824
303	7.37589
304	7.34342
305	7.31088
306	7.27828
307	7.24566
308	7.21305
309	7.1805
310	7.14803
311	7.11568
312	7.0835
313	7.05152
314	7.01979
315	6.98835
316	6.95725
317	6.92653
318	6.89625
319	6.86646
320	6.83721
321	6.56508
322	6.53931
323	6.51411
324	6.48955
325	6.46567
326	6.44167
327	6.41847
328	6.39614
329	6.37473
330	6.35427
331	6.33478
332	6.31629
333	6.29876
334	6.28217
335	6.26645
336	6.25154
337	6.23738
338	6.22391
339	6.21112
340	6.19902
341	6.18761
342	6.17691
343	6.16694
344	6.15771
345	6.14922
346	6.14151
347	6.13456
348	6.1284
349	6.12304
350	6.11848
351	6.11472
352	6.11179
353	6.10967
354	6.10839
355	6.10793
356	6.10626
357	6.10542
358	6.10543
359	6.10627
360	6.10796
361	6.11049
362	6.11386
363	6.11806
364	6.1231
365	6.12897
