1	21.0966	453.596
2	501.105	100.408
3	0	171.59
4	228.757	134.122
5	0	171.583
6	0	169.634
7	411.342	135.19
8	686.489	100.716
9	734.398	97.5987
10	657.826	113.04
11	0	167.492
12	90.5173	144.362
13	2.54214	164.991
14	10.8001	182.967
15	285.596	140.393
16	560.287	136.651
17	756.254	126.892
18	640.835	135.83
19	705.667	127.326
20	158.747	187.819
21	530.117	142.33
22	600.437	149.423
23	483.556	137.672
24	672.053	127.564
25	701.038	129.795
26	684.329	141.627
27	777.837	125.156
28	733.374	125.778
29	694.01	126.193
30	778.321	125.357
31	784.955	126.341
