1	37.8795	444.237
2	2.8432	146.401
3	0	133.392
4	9.38118	151.386
5	2.27379	144.418
6	21.7496	136.59
7	37.6458	127.115
8	0	176.46
9	1.23763	162.565
10	0	143.339
11	157.191	64.4387
12	1398.94	66.6781
13	9.26297	131.137
14	62.4036	128.399
15	392.111	41.4673
16	234.537	56.5498
17	0	144.583
18	336.888	84.1825
19	3.52755	163.68
20	2.8432	207.359
21	0	217.09
22	0	201.588
23	2.60101	184.814
24	0	219.756
25	0	220.547
26	0	218.047
27	0	218.818
28	0	214.965
29	0	211.818
30	5.73333	111.542
31	0	201.361
