1	3.64327	9.26298
2	1.64557	9.26298
3	2.2608	9.26298
4	1.53957	9.26298
5	1.7361	9.26298
6	2.61076	9.26298
7	3.48661	9.26298
8	0	9.26298
9	0.758846	9.26298
10	1.7386	9.26298
11	9.62302	9.26298
12	39.0708	9.26298
13	2.5997	9.26298
14	4.77337	9.26298
15	16.8861	9.26298
16	12.5114	9.26298
17	3.29093	9.26298
18	13.8069	9.26298
19	2.58611	9.26298
20	0.765657	9.26298
21	0.296035	9.26298
22	0.936347	9.26298
23	1.69111	9.26298
24	0.185916	9.26298
25	0.153249	9.26298
26	0.256504	9.26298
27	0.22466	9.26298
28	0.383807	9.26298
29	0.513779	9.26298
30	4.79222	9.26298
31	0.945719	9.26298
