1	200.791	92.5871	94.2503	119.991	134.939	96.4452
2	211.261	114.585	110.129	105.462	118.79	90.7151
3	259.348	174.729	147.774	113.36	169.645	125.852
4	266.954	154.291	190.172	127.775	177.279	157.346
5	274.57	151.46	141.943	154.878	141.014	138.758
6	264.231	97.6462	146.93	127.749	98.0472	85.3233
7	271.836	198.177	105.882	143.134	140.084	160.969
8	272.051	159.524	156.31	210.11	174.7	192.478
9	254.843	128.17	155.776	158.247	147.318	130.761
10	241.36	116.825	140.461	106.221	126.58	149.2
11	202.91	98.3741	87.4265	108.606	94.5663	98.8205
12	190.552	105.322	103.447	95.1442	97.4327	86.2825
