1	2.75236	9.26298
2	15.9233	9.26298
3	0.25561	9.26298
4	7.66904	9.26298
5	0.256014	9.26298
6	0.358332	9.26298
7	11.9602	9.26298
8	20.321	9.26298
9	21.6254	9.26298
10	18.9916	9.26298
11	0.470747	9.26298
12	3.8401	9.26298
13	0.662564	9.26298
14	0.819811	9.26298
15	10.2639	9.26298
16	16.9588	9.26298
17	22.0277	9.26298
18	18.9105	9.26298
19	20.8053	9.26298
20	5.28478	9.26298
21	16.0059	9.26298
22	17.3871	9.26298
23	15.0896	9.26298
24	19.9952	9.26298
25	20.5931	9.26298
26	19.7066	9.26298
27	22.6133	9.26298
28	21.529	9.26298
29	20.5746	9.26298
30	22.6165	9.26298
31	22.7338	9.26298
