1	0.168757	0.511874
2	0.173468	0.411693
3	0.171514	0.353073
4	0.171303	0.332224
5	0.163225	0.341701
6	0.197819	0.401133
7	0.200883	0.525548
8	0.212299	0.668645
9	0.233713	0.59554
10	0.201996	0.511874
11	0.266274	0.459753
12	0.221727	0.445132
13	0.222575	0.472208
14	0.211215	0.473291
15	0.214153	0.461784
16	0.26743	0.477488
17	0.211395	0.539086
18	0.202413	0.677039
19	0.193426	0.808629
20	0.184885	0.788863
21	0.154057	0.872393
22	0.153828	0.873476
23	0.163568	0.837871
24	0.152912	0.697887
