1	-432.499
2	400.698
3	-171.59
4	94.6348
5	-171.583
6	-169.634
7	276.152
8	585.773
9	636.799
10	544.785
11	-167.492
12	-53.8446
13	-162.449
14	-172.167
15	145.203
16	423.636
17	629.361
18	505.005
19	578.341
20	-29.0717
21	387.788
22	451.014
23	345.884
24	544.489
25	571.243
26	542.702
27	652.68
28	607.596
29	567.817
30	652.964
31	658.614
