1	1	0	4	2.8
1	2	0	3.8	3.7
1	3	0	3.6	4
1	4	0	3.6	4
1	5	0	3.3	3.5
1	6	0	2.5	3.2
1	7	0	2.5	3.4
1	8	0	3.7	4.3
1	9	0.8	4.6	4.2
1	10	0.5	5	3.8
1	11	0.7	6	3.5
1	12	0.6	6.4	3.4
1	13	0.3	5.8	4.8
1	14	0.5	6.3	4.8
1	15	0.5	5.3	5.7
1	16	0.1	4.7	3.5
1	17	0	4.1	3.1
1	18	0	4.4	3.3
1	19	0	4.6	3.5
1	20	0	4.2	4
1	21	0	3.7	3.8
1	22	0	3.9	4.6
1	23	0	3.8	4
1	24	0	3.6	2.6
2	1	0	4.1	3.9
2	2	0	4.1	3.5
2	3	0	4.3	3.9
2	4	0	4.4	3.7
2	5	0	4.2	3.6
2	6	0	4.2	4.4
2	7	0	4.3	4.3
2	8	0.4	4.8	4
2	9	0.7	5.3	4.1
2	10	0.8	6.2	3.6
2	11	0.5	6.1	4.2
2	12	0.1	6.8	3.7
2	13	0.5	7.2	3.9
2	14	0.5	8.1	5.1
2	15	0.2	7.4	4.9
2	16	0	6.5	3.3
2	17	0.1	5.8	3.8
2	18	0	5.4	3.7
2	19	0	5.5	4.1
2	20	0	4.7	3.2
2	21	0	4.7	3.1
2	22	0	4.7	3.4
2	23	0	4.7	2.9
2	24	0	4.7	3.5
3	1	0	4.7	2.7
3	2	0	4.7	3.5
3	3	0	4.8	2.5
3	4	0	4.7	2.2
3	5	0	4.4	2.7
3	6	0	4.4	2.9
3	7	0	4.3	2.9
3	8	0.1	4.8	2.7
3	9	0.6	6.1	1.6
3	10	0.7	7.6	3.2
3	11	0.8	7.8	2.8
3	12	0.7	7.9	2.6
3	13	0.5	7.3	3
3	14	0.3	7.8	2.6
3	15	0	7.6	3.3
3	16	0	7.3	3.3
3	17	0	7	2.9
3	18	0	6.9	2.7
3	19	0	6.5	2.5
3	20	0	6.1	2.4
3	21	0	5.8	3.2
3	22	0	6.1	2.9
3	23	0	5.9	3.5
3	24	0	5.3	2.8
4	1	0	3.5	3.4
4	2	0	5.4	3.3
4	3	0	3.8	3.5
4	4	0	3.5	3.8
4	5	0	3.1	3.8
4	6	0	3.3	3.6
4	7	0	3	2.8
4	8	0.5	4.7	2.6
4	9	1	6.5	2.9
4	10	1	7.8	2.6
4	11	1	8.5	2
4	12	0.6	8.9	2.5
4	13	0.9	9.4	2.7
4	14	1	9.1	1.5
4	15	1	8.7	2.8
4	16	1	8.1	2.6
4	17	0.3	7.2	1.6
4	18	0	7	1.7
4	19	0	7	2.1
4	20	0	7.5	2.4
4	21	0	7.6	2.4
4	22	0	7.3	2.3
4	23	0	7.8	2.6
4	24	0	7.3	2.2
5	1	0	7.3	2.2
5	2	0	7.2	2.4
5	3	0	6.5	2.9
5	4	0	6.1	2.9
5	5	0	6.1	1.4
5	6	0	6.6	1.5
5	7	0	7.2	2.4
5	8	0	7.2	3.2
5	9	0	7.6	2.4
5	10	0.7	9.3	2.9
5	11	0.8	9.6	3
5	12	0.8	11.1	2.7
5	13	0.9	10.1	4.9
5	14	0.4	10.4	2.4
5	15	0.6	10.3	3.5
5	16	0.8	9.1	3.2
5	17	0	8.6	3
5	18	0	7.6	2.4
5	19	0	7.6	2.3
5	20	0	8.6	2.7
5	21	0	7.4	2.7
5	22	0	7.8	3.2
5	23	0	7	3.5
5	24	0	6.6	3.6
6	1	0	6.4	2.5
6	2	0	6.3	2.9
