1	1	0	3.5	3.5
1	2	0	3.5	3
1	3	0	3.3	1.9
1	4	0	2.1	1.3
1	5	0	2.6	1.7
1	6	0	1.8	1.3
1	7	0	1.6	1.5
1	8	0.1	2.6	1.6
1	9	1	3.1	1.5
1	10	1	4.3	2.6
1	11	1	5.2	2.3
1	12	1	5.9	2
1	13	1	5.7	1.9
1	14	1	5	1.6
1	15	1	5.2	1.3
1	16	1	5.1	0.8
1	17	0.3	5.2	3.3
1	18	0	4.9	3.8
1	19	0	5.1	3.3
1	20	0	5.8	2.8
1	21	0	5.4	1.8
1	22	0	5	2.4
1	23	0	4.3	3.1
1	24	0	5.4	2.4
2	1	0	5.5	0.9
2	2	0	5.2	2.1
2	3	0	5.6	1.7
2	4	0	5	1.9
2	5	0	4.4	0.9
2	6	0	4.2	2.2
2	7	0	4.7	1.5
2	8	0	4.9	1
2	9	0	5.4	1.6
2	10	0	6.3	2.4
2	11	0.1	7.5	3.3
2	12	0.2	8.4	2.4
2	13	0.6	8.5	4
2	14	0	8.3	3.6
2	15	0.1	7.9	3.1
2	16	0	7.7	1.7
2	17	0.2	7	2.8
2	18	0	6.6	4.6
2	19	0	6.2	3.6
2	20	0	5.8	3.8
2	21	0	5.1	3.8
2	22	0	5	3.4
2	23	0	4.2	2.7
2	24	0	5.1	3.4
3	1	0	5	3.9
3	2	0	3.9	3.3
3	3	0	5.1	3.4
3	4	0	5.7	5.1
3	5	0	5.7	6.1
3	6	0	5.7	6.3
3	7	0	5.6	6.2
3	8	0	5.4	7.3
3	9	0	5.6	5.1
3	10	0.2	6.1	4.2
3	11	0.2	5.3	6.1
3	12	0.8	6.9	5.9
3	13	0.8	6.4	5.8
3	14	1	7.1	6
3	15	1	6.9	6.5
3	16	1	6.4	5.3
3	17	0.2	5.8	3.9
3	18	0	5.8	5.1
3	19	0	5.3	5.5
3	20	0	4.5	4.9
3	21	0	4	4.5
3	22	0	3.5	3.3
3	23	0	3.3	3
3	24	0	3.2	3.9
4	1	0	2.9	3
4	2	0	2.9	3.5
4	3	0	3	3
4	4	0	3.3	3
4	5	0	2.7	2.3
4	6	0	2.7	1.2
4	7	0	3.8	2.5
4	8	0	4.3	3
4	9	0	4.8	2.7
4	10	0	5.3	2.7
4	11	0	5.2	3
4	12	0	5.6	2.8
4	13	0	5.2	4.4
4	14	0	4.3	4
4	15	0	4	3.3
4	16	0	4.3	2.3
4	17	0	2.6	4.1
4	18	0	2.8	2.9
4	19	0	3.1	3.3
4	20	0	3.8	3.2
4	21	0	3.8	3.5
4	22	0	3.9	3.4
4	23	0	3.8	2.8
4	24	0	3.5	2.7
5	1	0	3.7	3.3
5	2	0	3.7	2.7
5	3	0	3.4	2.9
5	4	0	3	2.7
5	5	0	2.9	3
5	6	0	2.7	2.4
5	7	0	1.5	2.2
5	8	0	1.5	3
5	9	0	2.1	2.2
5	10	0	2.9	1.8
5	11	0.7	3.9	3.2
5	12	0.8	4.4	3.3
5	13	0.3	3.5	3.4
5	14	0.4	3.9	3.7
5	15	0.2	3.3	3.6
5	16	0.5	3.1	3.8
5	17	0.1	2.7	4.2
5	18	0	1.9	4
5	19	0	1.2	4.6
5	20	0	0.8	3
5	21	0	0.5	3.6
5	22	0	0.2	2.8
5	23	0	-0.1	2.2
5	24	0	0	2.5
6	1	0	-0.2	3
6	2	0	0	2.4
6	3	0	-0.1	3
6	4	0	0.1	2
6	5	0	-0.2	2.7
6	6	0	-0.1	1.7
6	7	0	0.3	2.4
6	8	0	0.4	2.2
6	9	0	1.5	1.1
6	10	0.2	2.6	1.8
6	11	1	2.4	1.6
6	12	1	3.6	1.7
6	13	0.9	3.9	2.2
6	14	1	3.9	2.2
6	15	1	3.6	1
6	16	0.4	2.9	1
6	17	0	2.4	1.5
6	18	0	2.2	1.7
6	19	0	1.9	1.9
6	20	0	1.8	2.2
6	21	0	1.8	2.3
6	22	0	0.4	3.1
6	23	0	0.3	3.5
6	24	0	0.7	3.3
7	1	0	0.4	4.3
7	2	0	0.3	4.7
7	3	0	0.7	4.2
7	4	0	0.7	3.5
7	5	0	0.6	4.7
7	6	0	0.3	4.3
7	7	0	0.5	4.6
7	8	0.6	0.8	5.3
7	9	1	1.4	4.4
7	10	0.7	2.5	3.7
7	11	0.8	3.1	3.4
7	12	0.3	3	3.7
7	13	0.3	3.7	3.8
7	14	0.1	2.6	2.8
7	15	0.2	3.5	2.5
7	16	0.9	3.3	4.7
7	17	0.2	3.1	3.7
7	18	0	2.7	3.7
7	19	0	2.5	3.3
7	20	0	1.5	2.2
7	21	0	0	1.2
7	22	0	-0.2	2.5
7	23	0	0.5	2.4
7	24	0	-1.2	1.9
8	1	0	0.4	2.3
8	2	0	0.6	2.7
8	3	0	0.8	3.2
8	4	0	0.1	2.2
8	5	0	-0.5	2.2
8	6	0	-0.8	2.9
8	7	0	-0.1	3.3
8	8	0.5	0.6	3.5
8	9	1	2.6	3.1
8	10	0.9	3.7	3.5
8	11	0.9	3.9	3.1
8	12	0.7	5.2	2.7
8	13	0.7	5.4	2.5
8	14	0.5	4.8	3.6
8	15	0.4	4.6	3.7
8	16	0.9	4.4	2.3
8	17	0.4	2.8	2.4
8	18	0	3.4	4
8	19	0	3.5	2.4
8	20	0	1.6	2.4
8	21	0	1.2	2.3
8	22	0	2.4	2.5
8	23	0	0.3	1.9
8	24	0	1.4	1.8
9	1	0	1.4	0.9
9	2	0	1	1.5
9	3	0	0.5	1.3
9	4	0	1.1	1.7
9	5	0	1.3	1.7
9	6	0	1.5	1.6
9	7	0	0.8	1.3
9	8	0.3	1.7	0.7
9	9	1	2.6	1
9	10	1	3.9	1.8
9	11	0.8	4.4	2
9	12	0.9	5.4	1.5
9	13	1	5.9	2
9	14	1	5.2	2.3
9	15	1	4.4	1.7
9	16	0.8	4.7	1.3
9	17	0	4.1	0.2
9	18	0	4	1.1
9	19	0	4	1.4
9	20	0	3	1.8
9	21	0	2.8	2.7
9	22	0	3.5	2.3
9	23	0	3.1	2.4
9	24	0	3	1.8
10	1	0	3.2	2.2
10	2	0	3.8	3
10	3	0	3.7	2.6
10	4	0	3.7	2.1
10	5	0	2.7	2.4
10	6	0	1.9	2.5
10	7	0	1.9	2.7
10	8	0.6	3.5	3
10	9	1	4.9	2.2
10	10	1	6.2	3.1
10	11	1	6.6	2
10	12	0.7	7.1	3.5
10	13	0.6	7.1	2.3
10	14	0.4	7.6	1.5
10	15	0.3	6.9	2.2
10	16	0.8	6.6	3
10	17	0.1	4.9	1.4
10	18	0	3.8	1.7
10	19	0	4.5	1.7
10	20	0	4.7	1.9
10	21	0	4.5	1.9
10	22	0	5.2	3.2
10	23	0	4.8	2.7
10	24	0	4.6	3.3
11	1	0	4.2	3.3
11	2	0	3.3	2.2
11	3	0	2.8	2.1
11	4	0	1.9	2.4
11	5	0	2	1.5
11	6	0	3.9	2.9
11	7	0	1.9	2.2
11	8	0.1	2.3	2.7
11	9	1	4.1	3
11	10	1	5.6	2.7
11	11	0.9	6.9	2.7
11	12	0.5	7.5	2.1
11	13	0.7	7.7	1.8
11	14	0.6	7.2	1.6
11	15	0.8	7	2.1
11	16	1	6.1	2.4
11	17	0.4	4.5	1
11	18	0	4.3	0.8
11	19	0	5.2	2.1
11	20	0	5	2.5
11	21	0	5.2	2.2
11	22	0	4	1.9
11	23	0	4.4	2.4
11	24	0	4.2	1.8
12	1	0	3.5	1
12	2	0	2.5	1.7
12	3	0	2.9	2
12	4	0	1.9	1.6
12	5	0	2.1	1.8
12	6	0	2.4	1.3
12	7	0	2.1	2
12	8	0.3	3	1.7
12	9	1	4.5	1.6
12	10	1	5.9	1.7
12	11	1	7	1.4
12	12	1	7.7	2.3
12	13	1	8	2.4
12	14	1	7.3	1.4
12	15	1	7.2	1.9
12	16	1	6	1.4
12	17	0.5	5.1	1.5
12	18	0	5.9	2.1
12	19	0	6.1	3
12	20	0	5.4	2.1
12	21	0	4.4	3.7
12	22	0	5.5	3.6
12	23	0	5.2	2.8
12	24	0	5	3.3
13	1	0	4.8	2.3
13	2	0	5.4	2.7
13	3	0	4.6	2.6
13	4	0	4.3	2.8
13	5	0	3.8	2.3
13	6	0	3.9	2.5
13	7	0	4.7	2.9
13	8	0	4.5	1.6
13	9	0	5.6	1.3
13	10	0	6.2	2.3
13	11	0	6.1	2.1
13	12	0	6.2	1.6
13	13	0	7.1	2.9
13	14	0	7.1	2.3
13	15	0	7.6	2
13	16	0	7.7	1.9
13	17	0	8.1	1.7
13	18	0	8.3	1.9
13	19	0	8.4	2.3
13	20	0	8.2	3.2
13	21	0	8.2	2.8
13	22	0	8.1	2.7
13	23	0	8	2.4
13	24	0	8	2.6
14	1	0	8	3
14	2	0	8.2	2.1
14	3	0	8.1	2.3
14	4	0	8	2.3
14	5	0	7.9	3.1
14	6	0	7.9	4.1
14	7	0	8.1	4
14	8	0	8.1	3.1
14	9	0	8.2	2.7
14	10	0	8.5	2
14	11	0	8.9	2.3
14	12	0	9.1	2
14	13	0	9.4	0.3
14	14	0	11	4.1
14	15	0	11.7	4.8
